         7221921 function calls (6871246 primitive calls) in 34.186 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4821    0.006    0.000    0.009    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:157(top)
       87    0.000    0.000    0.009    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/encoder.py:248(encode)
      205    0.002    0.000    0.009    0.000 /home/manu/src/merchise/pgi/openerp/openerp/netsvc.py:117(format)
        3    0.000    0.000    0.009    0.003 /home/manu/src/merchise/pgi/odoo/addons/project/project.py:886(get_empty_list_help)
     2823    0.001    0.000    0.009    0.000 /build/buildd/python2.7-2.7.6/Modules/pyexpat.c:618(EndElement)
     4269    0.007    0.000    0.009    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/client.py:358(<lambda>)
       15    0.000    0.000    0.009    0.001 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1361(_description_selection)
     8040    0.009    0.000    0.009    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:67(__getattr__)
      902    0.009    0.000    0.009    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:203(normalize_domain)
       87    0.009    0.000    0.009    0.000 /home/manu/.buildout/eggs/simplejson-3.6.5-py2.7-linux-x86_64.egg/simplejson/encoder.py:277(iterencode)
      196    0.003    0.000    0.009    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:647(_build_regex)
      346    0.003    0.000    0.009    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:700(manage)
     4419    0.003    0.000    0.009    0.000 /usr/lib/python2.7/sre_parse.py:201(get)
    225/9    0.002    0.000    0.008    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:932(_translate_qweb)
        1    0.000    0.000    0.008    0.008 /home/manu/src/merchise/pgi/odoo/addons/calendar/controllers/main.py:55(notify)
        8    0.000    0.000    0.008    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_model.py:942(get_object_reference)
    31342    0.008    0.000    0.008    0.000 /usr/lib/python2.7/stat.py:24(S_IFMT)
      235    0.006    0.000    0.008    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5633(_in_cache_without)
      617    0.001    0.000    0.008    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:346(<lambda>)
     2823    0.002    0.000    0.008    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1548(_end)
     4690    0.008    0.000    0.008    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5281(ids)
        1    0.000    0.000    0.008    0.008 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:480(get_next_notif)
      152    0.003    0.000    0.008    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:747(is_resource_modified)
      135    0.001    0.000    0.008    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:405(registry)
  348/174    0.003    0.000    0.008    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1315(start_wrapped)
      149    0.005    0.000    0.008    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:514(<lambda>)
      172    0.001    0.000    0.008    0.000 /usr/lib/python2.7/SocketServer.py:465(shutdown_request)
       24    0.001    0.000    0.007    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:260(get)
      619    0.003    0.000    0.007    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:325(_symbol_set_char)
      205    0.003    0.000    0.007    0.000 /usr/lib/python2.7/logging/__init__.py:451(format)
     5259    0.007    0.000    0.007    0.000 /usr/lib/python2.7/sre_parse.py:182(__next)
     3054    0.005    0.000    0.007    0.000 /usr/lib/python2.7/_weakrefset.py:26(__exit__)
       25    0.000    0.000    0.007    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:987(set_cookie)
      922    0.007    0.000    0.007    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1003(split_every)
        1    0.000    0.000    0.007    0.007 /home/manu/src/merchise/pgi/odoo/addons/project_issue/project_issue.py:344(get_empty_list_help)
    44248    0.007    0.000    0.007    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:756(convert_to_read)
       13    0.000    0.000    0.007    0.001 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:433(select_from_where)
      696    0.002    0.000    0.007    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:227(get_path_info)
       25    0.001    0.000    0.007    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:880(dump_cookie)
       25    0.000    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1436(setup_db)
     3630    0.006    0.000    0.006    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1077(_escape_attrib)
        2    0.000    0.000    0.006    0.003 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:43(get_current_url)
     2280    0.004    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:328(generate_table_alias)
     6041    0.006    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:801(in_onchange)
     4170    0.006    0.000    0.006    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1061(_escape_cdata)
        1    0.002    0.002    0.006    0.006 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1362(load_addons)
        2    0.000    0.000    0.006    0.003 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:579(uri_to_iri)
    11419    0.006    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:55(undecimalize)
        1    0.000    0.000    0.006    0.006 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:563(base_url)
     9294    0.005    0.000    0.006    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1515(_fixname)
        2    0.000    0.000    0.006    0.003 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:1238(company_logo)
      151    0.001    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1355(__init__)
     1066    0.006    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:74(__init__)
        2    0.000    0.000    0.006    0.003 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:148(decode_netloc)
     3797    0.006    0.000    0.006    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/safe_eval.py:105(assert_no_dunder_name)
        2    0.000    0.000    0.005    0.003 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_internal.py:308(_decode_idna)
        2    0.000    0.000    0.005    0.003 /usr/lib/python2.7/encodings/__init__.py:71(search_function)
      992    0.003    0.000    0.005    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/_compat.py:194(to_unicode)
      557    0.000    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_menu.py:110(<lambda>)
     4433    0.005    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:322(_quote)
     6239    0.005    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:790(in_draft)
      732    0.000    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:936(get_trans)
        1    0.000    0.000    0.005    0.005 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:1489(search)
      498    0.002    0.000    0.005    0.000 /usr/lib/python2.7/urlparse.py:137(urlparse)
      175    0.004    0.000    0.005    0.000 /usr/lib/python2.7/socket.py:201(accept)
       25    0.000    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1455(get_request)
        1    0.000    0.000    0.005    0.005 /usr/lib/python2.7/encodings/idna.py:3(<module>)
        5    0.000    0.000    0.005    0.001 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:968(translate_func)
     5646    0.005    0.000    0.005    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1388(_flush)
     2823    0.003    0.000    0.005    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1433(end)
       46    0.002    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:412(apply_inheritance_specs)
       27    0.000    0.000    0.005    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:611(iri_to_uri)
      106    0.001    0.000    0.005    0.000 /usr/lib/python2.7/sre_compile.py:359(_compile_info)
       34    0.000    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5321(with_context)
        7    0.000    0.000    0.005    0.001 /usr/lib/python2.7/sre_compile.py:178(_compile_charset)
        7    0.000    0.000    0.005    0.001 /usr/lib/python2.7/sre_compile.py:207(_optimize_charset)
      149    0.001    0.000    0.005    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:548(loader)
        3    0.000    0.000    0.005    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:320(_search)
18188/2795    0.005    0.000    0.005    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:471(iter)
      498    0.001    0.000    0.005    0.000 /usr/lib/python2.7/json/__init__.py:293(loads)
     5334    0.005    0.000    0.005    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:615(is_true_leaf)
      151    0.001    0.000    0.005    0.000 /usr/lib/python2.7/uuid.py:546(uuid4)
     3546    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5593(__hash__)
       25    0.000    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:323(__exit__)
      926    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:221(eval_format)
      151    0.000    0.000    0.004    0.000 /usr/lib/python2.7/mimetypes.py:278(guess_type)
       25    0.001    0.000    0.004    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1345(match)
     3054    0.004    0.000    0.004    0.000 /usr/lib/python2.7/_weakrefset.py:20(__enter__)
     9506    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:314(lock)
        2    0.004    0.002    0.004    0.002 /usr/lib/python2.7/sre_compile.py:301(_optimize_unicode)
     2480    0.004    0.000    0.004    0.000 /usr/lib/python2.7/rfc822.py:197(isheader)
     3998    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:759(pop)
     3035    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:950(__iter__)
1678/1660    0.002    0.000    0.004    0.000 /usr/lib/python2.7/abc.py:148(__subclasscheck__)
      197    0.001    0.000    0.004    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:512(url_unquote)
      112    0.003    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/translate.py:204(_get_lang)
    10159    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1005(convert_to_cache)
     3223    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3284(qualify)
      149    0.004    0.000    0.004    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wsgi.py:558(generate_etag)
        1    0.000    0.000    0.004    0.004 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_filters.py:48(get_filters)
      151    0.001    0.000    0.004    0.000 /usr/lib/python2.7/mimetypes.py:95(guess_type)
      498    0.002    0.000    0.004    0.000 /usr/lib/python2.7/json/decoder.py:361(decode)
     1205    0.001    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5305(with_env)
     1473    0.003    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:417(db)
       24    0.000    0.000    0.004    0.000 /usr/lib/python2.7/pickle.py:1377(load)
      173    0.001    0.000    0.004    0.000 /usr/lib/python2.7/SocketServer.py:692(setup)
        1    0.000    0.000    0.004    0.004 /home/manu/src/merchise/pgi/odoo/addons/share/wizard/share_wizard.py:72(has_share)
        1    0.000    0.000    0.004    0.004 /home/manu/src/merchise/pgi/odoo/addons/share/wizard/share_wizard.py:63(has_group)
      110    0.004    0.000    0.004    0.000 /usr/lib/python2.7/re.py:204(escape)
      122    0.004    0.000    0.004    0.000 /usr/lib/python2.7/sre_parse.py:72(opengroup)
      204    0.003    0.000    0.004    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:393(url_parse)
      152    0.003    0.000    0.004    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:634(parse_etags)
     1135    0.001    0.000    0.004    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1442(convert_to_read)
        2    0.000    0.000    0.004    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_users.py:432(check_credentials)
       24    0.002    0.000    0.004    0.000 /usr/lib/python2.7/pickle.py:845(load)
     1139    0.004    0.000    0.004    0.000 /home/manu/src/merchise/pgi/odoo/addons/fetchmail/res_config.py:102(__getattr__)
     4905    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/config.py:678(__getitem__)
       14    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:415(new_api)
      172    0.000    0.000    0.003    0.000 /usr/lib/python2.7/BaseHTTPServer.py:409(end_headers)
        1    0.001    0.001    0.003    0.003 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:241(manifest_glob)
     1836    0.001    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/tools/misc.py:1288(add)
     4302    0.003    0.000    0.003    0.000 /usr/lib/python2.7/contextlib.py:12(__init__)
       14    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:544(compute_concurrency_field_with_access)
       80    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/odoo/addons/analytic_contract_hr_expense/analytic_contract_hr_expense.py:30(_get_total_estimation)
     3564    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:574(get_join_conditions)
        1    0.000    0.000    0.003    0.003 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_partner.py:183(_get_tz_offset)
        2    0.000    0.000    0.003    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/res/res_partner.py:186(<genexpr>)
       63    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:362(locate_node)
     3564    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:767(push_result)
      182    0.003    0.000    0.003    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:701(_dump_date)
        2    0.000    0.000    0.003    0.002 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_ui_view.py:283(default_view)
      873    0.003    0.000    0.003    0.000 /usr/lib/python2.7/posixpath.py:68(join)
     4146    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:205(__del__)
       25    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:467(signal_caches_change)
      172    0.000    0.000    0.003    0.000 /usr/lib/python2.7/SocketServer.py:475(close_request)
      157    0.000    0.000    0.003    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:733(http_date)
     3054    0.003    0.000    0.003    0.000 /usr/lib/python2.7/_weakrefset.py:16(__init__)
       20    0.001    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:534(__init__)
        7    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:270(env)
        1    0.000    0.000    0.003    0.003 /home/manu/src/merchise/pgi/odoo/addons/web/controllers/main.py:1021(image)
     1234    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:401(__getattr__)
      205    0.003    0.000    0.003    0.000 /usr/lib/python2.7/logging/__init__.py:404(formatTime)
     1167    0.001    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5582(__int__)
      498    0.001    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:515(get_widget_for)
      173    0.003    0.000    0.003    0.000 /usr/lib/python2.7/BaseHTTPServer.py:475(log_date_time_string)
     2368    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1217(convert_to_cache)
      205    0.001    0.000    0.003    0.000 /usr/lib/python2.7/logging/__init__.py:828(flush)
     1628    0.001    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1656(convert_to_read)
     6042    0.002    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:806(invalidate)
       25    0.000    0.000    0.003    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1212(__call__)
       80    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/odoo/addons/analytic_contract_hr_expense/analytic_contract_hr_expense.py:48(_get_total_toinvoice)
     5588    0.003    0.000    0.003    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:455(items)
      410    0.001    0.000    0.003    0.000 /usr/lib/python2.7/logging/__init__.py:693(acquire)
       24    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1270(__init__)
      172    0.003    0.000    0.003    0.000 /usr/lib/python2.7/socket.py:192(close)
     1731    0.002    0.000    0.003    0.000 /usr/lib/python2.7/sre_parse.py:195(match)
        1    0.000    0.000    0.003    0.003 /home/manu/src/merchise/pgi/odoo/addons/calendar/calendar.py:325(get_next_potential_limit_alarm)
      151    0.003    0.000    0.003    0.000 /usr/lib/python2.7/uuid.py:101(__init__)
      145    0.003    0.000    0.003    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:441(url_quote)
     8190    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:343(<genexpr>)
     1406    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/query.py:42(__init__)
      175    0.001    0.000    0.003    0.000 /home/manu/.buildout/eggs/psutil-0.4.1-py2.7-linux-x86_64.egg/psutil/__init__.py:98(__init__)
6442/6428    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:572(base_field)
     4270    0.003    0.000    0.003    0.000 /home/manu/.buildout/eggs/redis-2.10.5-py2.7.egg/redis/_compat.py:35(nativestr)
     4096    0.003    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:371(__enter__)
      211    0.000    0.000    0.003    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_translation.py:314(_get_source_query)
     3564    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:583(get_tables)
     4894    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1029(convert_to_read)
       80    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/odoo/addons/account_analytic_analysis/account_analytic_analysis.py:424(_get_total_estimation)
      346    0.001    0.000    0.002    0.000 /usr/lib/python2.7/socket.py:212(makefile)
     1536    0.002    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:685(match)
  578/330    0.002    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:140(getwidth)
       28    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:293(encode_netloc)
      101    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:3212(<setcomp>)
      205    0.002    0.000    0.002    0.000 /usr/lib/python2.7/logging/__init__.py:1218(findCaller)
     1841    0.002    0.000    0.002    0.000 /usr/lib/python2.7/collections.py:54(__setitem__)
        1    0.000    0.000    0.002    0.002 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/__init__.py:125(timezone)
     4148    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/sql_db.py:270(print_log)
      197    0.002    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/urls.py:350(_unquote_to_bytes)
      198    0.001    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/models.py:5983(__contains__)
     9403    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1397(convert_to_cache)
     5334    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:618(is_false_leaf)
      499    0.002    0.000    0.002    0.000 /usr/lib/python2.7/urlparse.py:168(urlsplit)
      323    0.002    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:179(parse_rule)
       25    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:519(cookies)
    12132    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:744(convert_to_cache)
     4246    0.002    0.000    0.002    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:1406(data)
      356    0.001    0.000    0.002    0.000 /usr/lib/python2.7/posixpath.py:104(splitext)
      111    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/expression.py:628(create_substitution_leaf)
       80    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/odoo/addons/account_analytic_analysis/account_analytic_analysis.py:448(_get_total_toinvoice)
       25    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:837(parse_cookie)
      730    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/fields.py:66(_symbol_set)
       25    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:986(__init__)
      172    0.001    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/serving.py:249(version_string)
     3054    0.002    0.000    0.002    0.000 /usr/lib/python2.7/_weakrefset.py:52(_commit_removals)
     1200    0.002    0.000    0.002    0.000 /usr/lib/python2.7/sre_parse.py:130(__getitem__)
        2    0.000    0.000    0.002    0.001 /home/manu/.buildout/eggs/lxml-3.4.4-py2.7-linux-x86_64.egg/lxml/html/__init__.py:624(fragments_fromstring)
       73    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/http.py:871(_parse_pairs)
      148    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1141(can_aggregate)
      118    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/orm.py:83(transfer_modifiers_to_node)
        1    0.001    0.001    0.002    0.002 /home/manu/.buildout/eggs/pytz-2015.4-py2.7.egg/pytz/tzfile.py:26(build_tzinfo)
      173    0.001    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/api.py:939(__init__)
       26    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:750(__init__)
      173    0.001    0.000    0.002    0.000 /usr/lib/python2.7/SocketServer.py:702(finish)
       49    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/addons/base/ir/ir_qweb.py:1462(__init__)
      118    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/osv/orm.py:53(transfer_node_to_modifiers)
       25    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/wrappers.py:1195(get_wsgi_response)
       31    0.000    0.000    0.002    0.000 /usr/lib/python2.7/glob.py:18(glob)
       27    0.001    0.000    0.002    0.000 /usr/lib/python2.7/inspect.py:247(getmembers)
        3    0.000    0.000    0.002    0.001 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/contrib/sessions.py:238(save)
      346    0.002    0.000    0.002    0.000 /usr/lib/python2.7/socket.py:246(__init__)
      410    0.001    0.000    0.002    0.000 /usr/lib/python2.7/logging/__init__.py:700(release)
       25    0.000    0.000    0.002    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/routing.py:1171(bind_to_environ)
      498    0.002    0.000    0.002    0.000 /usr/lib/python2.7/json/decoder.py:372(raw_decode)
        2    0.000    0.000    0.002    0.001 /home/manu/src/merchise/pgi/openerp/openerp/modules/registry.py:45(__init__)
       27    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:889(<lambda>)
        2    0.000    0.000    0.002    0.001 /home/manu/src/merchise/pgi/openerp/openerp/http.py:1589(send_file)
       61    0.000    0.000    0.002    0.000 /usr/lib/python2.7/glob.py:29(iglob)
     2124    0.002    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/http.py:995(__getattr__)
     4849    0.002    0.000    0.002    0.000 /usr/lib/python2.7/xml/etree/ElementTree.py:265(__getitem__)
       14    0.000    0.000    0.002    0.000 /home/manu/src/merchise/pgi/openerp/openerp/fields.py:1270(from_string)
      173    0.002    0.000    0.002    0.000 /usr/lib/python2.7/mimetools.py:33(parsetype)
        1    0.000    0.000    0.001    0.001 /home/manu/src/merchise/pgi/openerp/openerp/models.py:1617(search_count)
     2587    0.001    0.000    0.001    0.000 /usr/lib/python2.7/sre_parse.py:138(append)
      181    0.001    0.000    0.001    0.000 /usr/lib/python2.7/genericpath.py:52(getmtime)
      151    0.001    0.000    0.001    0.000 /usr/lib/python2.7/urllib.py:1067(splittype)
      197    0.000    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/local.py:27(release_local)
      174    0.001    0.000    0.001    0.000 /usr/lib/python2.7/socket.py:185(__init__)
        2    0.001    0.001    0.001    0.001 /home/manu/.buildout/eggs/lxml-3.4.4-py2.7-linux-x86_64.egg/lxml/html/__init__.py:611(document_fromstring)
      115    0.001    0.000    0.001    0.000 /home/manu/.buildout/eggs/Werkzeug-0.10.4-py2.7.egg/werkzeug/datastructures.py:269(get)
      356    0.001    0.000    0.001    0.000 /usr/lib/python2.7/genericpath.py:85(_splitext)
